age,annual_income,ethnicity,highest_education,marital_status,employment_status,preferred_ice_cream,owns_car,owns_home,choice
35,87000,other,college,single,employed,chocolate,yes,yes,party-b
81,36000,caucasian,college,married,unemployed,vanilla,yes,yes,party-a
78,24500,other,high-school,single,employed,vanilla,yes,yes,party-b
31,70000,hispanic,graduate-professional,single,employed,chocolate,no,no,party-a
83,220000,hispanic,graduate-professional,married,unemployed,chocolate,no,yes,party-a
26,65500,african-american,graduate-professional,single,employed,vanilla,yes,no,party-a
56,37000,hispanic,college,married,unemployed,chocolate,no,no,party-b
69,36500,asian,graduate-professional,married,unemployed,chocolate,yes,no,party-b
25,53000,hispanic,college,single,employed,chocolate,yes,no,party-a
66,18000,hispanic,high-school,married,employed,vanilla,no,no,party-b
56,52500,hispanic,not-high-school,married,employed,chocolate,no,yes,party-a
54,50000,hispanic,college,married,unemployed,chocolate,yes,yes,party-a
72,43500,other,college,married,employed,chocolate,no,no,party-a
34,58500,african-american,high-school,single,employed,chocolate,yes,yes,party-b
65,19500,asian,not-high-school,married,employed,vanilla,no,no,party-b
68,34500,asian,high-school,single,employed,chocolate,yes,yes,party-a
33,15000,asian,high-school,married,employed,vanilla,no,no,party-b
26,64500,other,high-school,single,unemployed,vanilla,yes,no,party-a
52,67000,caucasian,high-school,married,employed,vanilla,yes,yes,party-a
59,35500,african-american,college,single,unemployed,chocolate,yes,no,party-b
62,48500,asian,graduate-professional,married,unemployed,chocolate,yes,no,party-a
67,34000,asian,high-school,married,unemployed,chocolate,yes,no,party-b
40,41500,other,college,single,employed,chocolate,no,yes,party-b
33,41000,caucasian,high-school,single,employed,chocolate,yes,no,party-b
81,20000,african-american,high-school,single,employed,vanilla,yes,no,party-b
79,75000,asian,high-school,married,unemployed,chocolate,yes,yes,party-a
51,87500,african-american,graduate-professional,single,employed,chocolate,no,no,party-b
28,219500,other,graduate-professional,single,employed,chocolate,no,yes,party-b
79,60500,hispanic,high-school,married,unemployed,chocolate,yes,no,party-a
27,18000,caucasian,not-high-school,single,employed,vanilla,no,yes,party-b
46,28500,hispanic,not-high-school,single,unemployed,vanilla,no,no,party-b
44,48500,hispanic,college,single,employed,chocolate,yes,no,party-a
58,59500,hispanic,not-high-school,married,employed,vanilla,no,yes,party-b
40,130000,african-american,graduate-professional,single,employed,vanilla,no,no,party-a
56,30500,other,high-school,single,employed,vanilla,yes,yes,party-b
64,23000,hispanic,high-school,single,employed,chocolate,yes,no,party-a
76,48500,other,college,married,unemployed,chocolate,yes,yes,party-a
44,39000,asian,high-school,single,employed,chocolate,yes,no,party-b
56,39000,other,not-high-school,single,employed,chocolate,yes,yes,party-b
42,69000,caucasian,college,married,employed,chocolate,no,yes,party-b
57,122500,other,college,married,employed,chocolate,yes,yes,party-a
39,126500,other,college,single,employed,vanilla,no,yes,party-b
40,81000,african-american,graduate-professional,single,employed,vanilla,no,no,party-a
42,37500,caucasian,high-school,married,employed,vanilla,yes,yes,party-b
72,44000,caucasian,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
29,50000,asian,not-high-school,single,employed,chocolate,yes,yes,party-b
70,19500,asian,not-high-school,married,employed,vanilla,no,yes,party-b
81,55000,african-american,college,single,employed,chocolate,yes,yes,party-a
23,42000,caucasian,college,single,unemployed,vanilla,no,yes,party-a
64,69000,other,college,married,employed,chocolate,no,yes,party-a
44,77500,hispanic,high-school,single,employed,vanilla,no,yes,party-a
72,91500,hispanic,high-school,married,unemployed,chocolate,yes,no,party-a
25,119000,african-american,graduate-professional,single,employed,chocolate,no,yes,party-b
46,72000,other,graduate-professional,single,employed,chocolate,yes,yes,party-b
40,22500,african-american,college,single,employed,vanilla,yes,no,party-b
62,55500,african-american,high-school,single,employed,vanilla,yes,yes,party-b
67,22000,asian,high-school,married,employed,vanilla,yes,no,party-b
64,84500,asian,high-school,single,employed,vanilla,yes,no,party-b
80,20000,caucasian,not-high-school,married,employed,chocolate,no,no,party-b
47,95500,caucasian,college,single,employed,vanilla,yes,yes,party-a
50,87000,hispanic,graduate-professional,married,employed,vanilla,yes,no,party-a
65,78500,african-american,high-school,married,employed,chocolate,no,yes,party-a
62,93000,caucasian,college,single,employed,vanilla,no,no,party-a
57,58000,other,graduate-professional,single,employed,vanilla,yes,no,party-a
18,39500,caucasian,high-school,single,employed,chocolate,yes,yes,party-b
30,41000,asian,high-school,single,employed,vanilla,yes,no,party-b
28,34000,african-american,high-school,single,employed,chocolate,yes,no,party-a
35,29000,asian,high-school,married,employed,vanilla,yes,no,party-b
34,68500,african-american,college,single,unemployed,chocolate,yes,yes,party-b
84,51000,other,college,married,unemployed,vanilla,no,yes,party-a
53,128500,other,not-high-school,married,employed,vanilla,yes,yes,party-b
61,52500,other,high-school,married,unemployed,chocolate,no,yes,party-a
69,36000,caucasian,college,married,unemployed,chocolate,yes,yes,party-a
76,119500,asian,college,married,unemployed,vanilla,no,yes,party-a
61,70000,other,college,single,employed,chocolate,no,no,party-a
57,44500,other,high-school,married,employed,chocolate,yes,yes,party-a
20,21000,caucasian,high-school,single,unemployed,chocolate,yes,no,party-a
83,20500,african-american,high-school,married,employed,vanilla,yes,no,party-b
33,34000,other,high-school,single,unemployed,chocolate,yes,yes,party-b
61,31500,african-american,high-school,single,employed,chocolate,no,yes,party-b
60,101000,asian,graduate-professional,married,employed,chocolate,no,yes,party-a
82,52000,other,college,married,unemployed,chocolate,yes,yes,party-a
72,137500,hispanic,graduate-professional,single,employed,vanilla,yes,yes,party-b
79,50000,hispanic,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
29,20500,other,not-high-school,single,employed,chocolate,yes,no,party-a
20,109000,other,college,single,employed,vanilla,yes,no,party-a
33,107000,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
84,25500,hispanic,high-school,single,employed,vanilla,no,yes,party-b
46,96500,hispanic,high-school,married,employed,vanilla,yes,yes,party-b
72,75500,hispanic,college,married,unemployed,chocolate,no,yes,party-a
23,15000,asian,not-high-school,single,employed,vanilla,yes,no,party-b
56,23500,other,not-high-school,married,employed,vanilla,yes,no,party-b
84,75000,african-american,high-school,single,employed,chocolate,yes,yes,party-b
63,37500,other,high-school,married,employed,chocolate,yes,no,party-a
63,26500,hispanic,high-school,married,employed,vanilla,yes,yes,party-b
38,42000,african-american,college,single,unemployed,chocolate,yes,yes,party-a
84,20000,asian,high-school,married,unemployed,chocolate,yes,no,party-b
69,48000,hispanic,college,married,unemployed,chocolate,yes,no,party-a
20,69000,african-american,college,married,unemployed,vanilla,yes,no,party-b
75,56000,caucasian,college,married,unemployed,vanilla,no,yes,party-b
42,29000,other,college,single,unemployed,chocolate,no,no,party-a
67,21000,other,high-school,married,unemployed,chocolate,no,no,party-b
69,89500,caucasian,college,single,unemployed,chocolate,no,yes,party-a
36,61000,caucasian,graduate-professional,married,employed,vanilla,yes,no,party-a
34,67500,hispanic,high-school,married,employed,vanilla,no,yes,party-a
39,31500,caucasian,high-school,married,employed,vanilla,no,no,party-b
66,35000,other,not-high-school,single,employed,chocolate,yes,yes,party-b
77,46500,other,college,single,unemployed,vanilla,no,no,party-a
24,140000,other,graduate-professional,single,employed,vanilla,no,yes,party-a
60,28500,african-american,graduate-professional,married,employed,vanilla,yes,no,party-b
23,66500,caucasian,high-school,married,employed,vanilla,yes,yes,party-a
46,31500,caucasian,high-school,single,employed,vanilla,yes,yes,party-b
79,63000,hispanic,high-school,married,employed,chocolate,yes,yes,party-a
26,34000,other,high-school,single,employed,vanilla,no,no,party-a
52,43000,hispanic,high-school,married,unemployed,chocolate,yes,no,party-a
74,149000,african-american,graduate-professional,married,unemployed,vanilla,no,yes,party-a
27,124000,hispanic,college,single,employed,chocolate,yes,no,party-a
79,98000,hispanic,graduate-professional,married,employed,vanilla,yes,yes,party-a
61,50000,african-american,college,married,employed,vanilla,yes,no,party-a
72,180000,caucasian,college,married,unemployed,chocolate,yes,yes,party-a
51,81000,caucasian,high-school,single,unemployed,chocolate,yes,yes,party-b
83,87500,caucasian,high-school,married,employed,chocolate,yes,yes,party-a
58,79500,asian,high-school,single,employed,vanilla,no,yes,party-b
51,46500,hispanic,college,married,employed,vanilla,yes,no,party-b
33,55500,caucasian,college,married,employed,chocolate,no,yes,party-b
84,57500,hispanic,college,married,unemployed,chocolate,no,yes,party-a
79,64000,african-american,college,married,unemployed,vanilla,yes,yes,party-a
48,61000,hispanic,college,single,employed,chocolate,yes,yes,party-a
62,31000,other,college,married,employed,chocolate,yes,yes,party-a
78,62000,hispanic,high-school,married,unemployed,vanilla,yes,no,party-a
81,57000,african-american,college,married,employed,vanilla,yes,yes,party-a
69,46000,caucasian,graduate-professional,married,unemployed,chocolate,yes,no,party-b
52,76500,hispanic,graduate-professional,married,employed,chocolate,no,no,party-b
53,64500,hispanic,college,single,employed,chocolate,yes,yes,party-a
23,39000,other,high-school,married,employed,vanilla,yes,no,party-a
23,58500,asian,not-high-school,single,employed,vanilla,yes,no,party-a
61,32500,hispanic,high-school,single,employed,chocolate,yes,no,party-b
65,66000,caucasian,high-school,married,employed,vanilla,no,no,party-b
44,138500,other,graduate-professional,married,employed,vanilla,no,yes,party-a
24,109000,african-american,high-school,single,employed,chocolate,yes,no,party-a
84,70500,asian,college,married,employed,vanilla,no,yes,party-a
50,88000,asian,high-school,married,employed,chocolate,yes,no,party-b
35,92500,other,graduate-professional,married,employed,chocolate,yes,no,party-b
38,89000,asian,high-school,married,employed,chocolate,yes,no,party-b
39,57500,other,college,single,employed,vanilla,yes,no,party-a
30,72000,hispanic,high-school,single,unemployed,chocolate,no,yes,party-b
47,86000,asian,high-school,single,unemployed,chocolate,yes,no,party-b
51,60500,caucasian,high-school,married,employed,vanilla,no,yes,party-a
62,42500,asian,college,married,employed,vanilla,no,no,party-a
51,39000,hispanic,high-school,married,employed,chocolate,yes,no,party-b
75,20000,african-american,high-school,married,employed,vanilla,no,no,party-b
53,141000,hispanic,college,married,employed,vanilla,yes,yes,party-a
69,38500,asian,high-school,single,employed,vanilla,no,no,party-a
69,45000,asian,college,married,unemployed,chocolate,yes,no,party-a
54,93000,other,graduate-professional,married,employed,vanilla,no,no,party-b
31,200500,african-american,graduate-professional,single,employed,vanilla,yes,yes,party-b
50,66000,african-american,graduate-professional,single,unemployed,vanilla,yes,no,party-a
54,22500,caucasian,high-school,married,employed,chocolate,no,no,party-b
47,46000,caucasian,college,single,employed,chocolate,no,no,party-a
35,45500,asian,high-school,single,employed,chocolate,yes,no,party-a
58,18000,asian,college,married,unemployed,chocolate,no,no,party-b
51,43500,other,high-school,married,employed,chocolate,yes,no,party-a
27,37500,hispanic,college,single,employed,chocolate,yes,no,party-a
42,39500,hispanic,college,married,unemployed,chocolate,no,no,party-b
20,48500,other,not-high-school,single,unemployed,chocolate,yes,yes,party-a
73,37000,other,high-school,married,unemployed,vanilla,no,no,party-b
43,56500,african-american,high-school,married,employed,vanilla,yes,yes,party-b
70,81000,african-american,high-school,married,unemployed,chocolate,yes,no,party-b
72,25500,caucasian,not-high-school,single,unemployed,chocolate,yes,yes,party-b
58,65500,caucasian,high-school,married,employed,chocolate,yes,no,party-a
35,53000,caucasian,college,married,employed,chocolate,no,no,party-b
62,83000,african-american,college,married,employed,chocolate,no,yes,party-a
82,63500,other,graduate-professional,single,unemployed,vanilla,yes,no,party-a
30,115500,caucasian,college,married,employed,vanilla,yes,yes,party-b
22,48000,african-american,college,single,unemployed,chocolate,yes,no,party-a
79,129000,caucasian,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
39,26500,other,graduate-professional,single,employed,vanilla,yes,no,party-a
19,81500,asian,college,single,unemployed,vanilla,yes,no,party-a
41,76000,african-american,college,married,employed,chocolate,no,yes,party-a
22,36000,other,graduate-professional,single,unemployed,chocolate,yes,no,party-a
19,42500,other,graduate-professional,single,unemployed,chocolate,yes,no,party-a
78,24500,other,high-school,married,unemployed,vanilla,yes,yes,party-b
27,44000,african-american,high-school,single,employed,vanilla,no,no,party-a
70,57000,asian,college,married,unemployed,chocolate,yes,no,party-a
66,35500,african-american,high-school,married,employed,vanilla,no,no,party-b
36,52500,asian,high-school,single,employed,chocolate,no,yes,party-b
50,105500,hispanic,college,married,employed,chocolate,yes,no,party-b
51,155000,other,graduate-professional,married,unemployed,vanilla,no,no,party-b
63,59500,other,college,single,unemployed,chocolate,yes,yes,party-a
66,70500,caucasian,college,married,unemployed,chocolate,yes,no,party-a
74,68500,caucasian,college,married,unemployed,chocolate,yes,no,party-a
81,33000,hispanic,not-high-school,married,unemployed,vanilla,no,yes,party-b
69,50500,asian,not-high-school,married,unemployed,vanilla,yes,yes,party-a
68,51000,asian,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
24,53500,african-american,college,single,employed,vanilla,yes,no,party-a
43,50500,hispanic,college,married,employed,vanilla,yes,yes,party-a
20,42000,caucasian,high-school,single,employed,chocolate,no,no,party-a
25,165000,caucasian,college,single,unemployed,vanilla,no,yes,party-a
23,28000,african-american,graduate-professional,single,employed,vanilla,no,no,party-a
60,44000,other,college,single,employed,vanilla,yes,no,party-a
46,46000,hispanic,high-school,single,employed,vanilla,no,no,party-a
27,76500,caucasian,graduate-professional,single,employed,chocolate,yes,no,party-a
27,28000,caucasian,college,single,unemployed,vanilla,yes,yes,party-b
21,21000,other,high-school,single,unemployed,vanilla,yes,no,party-a
40,54500,hispanic,college,single,employed,chocolate,yes,no,party-a
78,71000,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-a
32,78000,hispanic,college,single,unemployed,chocolate,yes,no,party-b
24,34500,hispanic,graduate-professional,single,employed,vanilla,yes,no,party-a
37,89500,african-american,high-school,single,employed,chocolate,no,no,party-b
84,40000,african-american,college,married,unemployed,vanilla,yes,yes,party-a
34,47500,other,high-school,single,employed,chocolate,yes,no,party-a
58,116500,other,college,married,employed,chocolate,yes,no,party-b
34,90500,african-american,high-school,married,employed,vanilla,yes,yes,party-a
29,124500,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
45,75500,asian,graduate-professional,single,employed,chocolate,yes,yes,party-a
60,76500,caucasian,high-school,single,employed,chocolate,yes,no,party-a
19,69500,african-american,graduate-professional,single,employed,chocolate,yes,no,party-a
59,95500,asian,graduate-professional,single,employed,chocolate,yes,yes,party-a
69,35000,caucasian,high-school,married,unemployed,vanilla,yes,no,party-b
62,38000,asian,college,single,unemployed,chocolate,no,yes,party-a
73,40000,hispanic,graduate-professional,married,unemployed,vanilla,yes,no,party-a
33,43000,african-american,high-school,married,employed,vanilla,no,yes,party-a
38,16500,other,not-high-school,single,employed,vanilla,yes,yes,party-b
66,42000,asian,college,single,employed,vanilla,yes,no,party-a
34,131000,african-american,college,single,employed,vanilla,no,no,party-b
50,120000,hispanic,graduate-professional,single,employed,chocolate,no,yes,party-b
52,19500,caucasian,college,married,employed,vanilla,yes,no,party-b
29,47500,caucasian,college,single,employed,chocolate,no,no,party-a
34,49500,other,college,married,employed,chocolate,no,no,party-a
30,53000,african-american,college,single,employed,chocolate,yes,yes,party-a
65,70500,asian,graduate-professional,married,unemployed,chocolate,no,no,party-a
42,52000,caucasian,not-high-school,married,employed,vanilla,yes,no,party-a
22,47000,caucasian,high-school,single,employed,vanilla,yes,no,party-a
52,158000,caucasian,college,single,employed,vanilla,no,yes,party-a
27,64000,caucasian,college,single,employed,vanilla,yes,no,party-a
32,29000,other,high-school,single,employed,chocolate,yes,no,party-a
68,49000,hispanic,not-high-school,married,employed,chocolate,no,no,party-b
45,47000,other,high-school,married,employed,chocolate,yes,no,party-b
59,24500,hispanic,high-school,married,unemployed,chocolate,no,yes,party-b
51,41000,other,graduate-professional,single,employed,vanilla,yes,no,party-b
64,33000,african-american,not-high-school,married,employed,vanilla,no,no,party-b
73,42500,caucasian,college,married,unemployed,chocolate,yes,yes,party-b
75,66000,hispanic,college,married,unemployed,vanilla,yes,no,party-a
71,28500,other,high-school,married,unemployed,chocolate,yes,no,party-a
71,44000,other,high-school,married,employed,chocolate,yes,yes,party-a
79,59500,african-american,college,married,employed,vanilla,yes,yes,party-a
25,77000,other,graduate-professional,married,employed,vanilla,no,no,party-a
42,32500,african-american,college,single,employed,vanilla,no,no,party-b
74,30000,caucasian,not-high-school,single,employed,chocolate,yes,yes,party-b
79,51500,other,high-school,married,unemployed,vanilla,yes,no,party-a
59,61000,hispanic,not-high-school,married,employed,vanilla,yes,yes,party-b
78,26500,caucasian,high-school,married,unemployed,chocolate,yes,no,party-b
19,56500,african-american,graduate-professional,single,employed,chocolate,yes,no,party-a
61,105500,hispanic,college,married,employed,chocolate,yes,yes,party-a
52,72000,african-american,graduate-professional,married,employed,chocolate,no,yes,party-a
55,58000,caucasian,high-school,married,unemployed,chocolate,no,no,party-b
45,72000,hispanic,not-high-school,single,employed,vanilla,yes,yes,party-a
81,105000,other,college,single,unemployed,chocolate,yes,yes,party-b
57,49500,asian,college,single,employed,vanilla,yes,yes,party-a
72,22000,asian,college,married,unemployed,chocolate,no,yes,party-a
19,54000,hispanic,high-school,single,unemployed,chocolate,no,no,party-a
65,31500,hispanic,college,married,employed,chocolate,yes,no,party-b
38,44000,hispanic,college,married,unemployed,chocolate,no,no,party-b
62,60000,asian,high-school,married,employed,chocolate,yes,no,party-b
32,31000,other,graduate-professional,single,unemployed,vanilla,no,no,party-a
76,67500,african-american,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
58,51500,hispanic,high-school,married,employed,vanilla,yes,yes,party-a
65,87500,caucasian,college,married,employed,chocolate,no,yes,party-a
63,148500,asian,college,married,employed,chocolate,yes,yes,party-a
76,22000,asian,college,single,unemployed,vanilla,yes,no,party-a
76,51500,caucasian,college,married,employed,vanilla,yes,yes,party-a
60,72500,other,college,single,employed,vanilla,yes,no,party-a
28,39000,caucasian,graduate-professional,married,employed,vanilla,yes,no,party-b
33,68000,hispanic,high-school,single,employed,chocolate,yes,yes,party-b
20,77500,asian,high-school,married,employed,chocolate,no,no,party-a
81,90500,asian,high-school,single,unemployed,chocolate,yes,no,party-a
18,79000,asian,high-school,single,unemployed,vanilla,yes,no,party-a
29,37500,asian,high-school,married,employed,chocolate,yes,no,party-b
42,65500,hispanic,graduate-professional,single,employed,vanilla,no,yes,party-b
72,110500,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-b
62,33500,caucasian,not-high-school,married,employed,vanilla,yes,yes,party-b
66,97000,hispanic,graduate-professional,married,employed,chocolate,no,no,party-a
69,58500,african-american,graduate-professional,single,unemployed,vanilla,yes,yes,party-a
24,51500,caucasian,high-school,married,employed,vanilla,yes,no,party-a
26,85500,caucasian,high-school,single,employed,chocolate,no,no,party-a
38,159000,other,college,single,employed,vanilla,yes,yes,party-b
55,49000,other,college,married,employed,chocolate,yes,no,party-a
37,38000,african-american,high-school,single,employed,vanilla,yes,yes,party-b
30,36500,other,high-school,married,unemployed,vanilla,no,no,party-b
28,64500,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
34,58000,african-american,graduate-professional,married,unemployed,vanilla,yes,no,party-b
53,35000,caucasian,high-school,single,employed,chocolate,yes,yes,party-b
57,81000,other,college,single,employed,chocolate,no,no,party-a
21,51500,asian,college,single,employed,vanilla,yes,no,party-a
72,20000,other,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
66,81500,african-american,high-school,single,employed,vanilla,yes,yes,party-a
48,25000,african-american,college,single,employed,chocolate,yes,no,party-b
46,47000,caucasian,college,single,employed,vanilla,yes,no,party-a
19,57500,caucasian,high-school,single,employed,chocolate,no,no,party-a
53,30500,caucasian,high-school,married,employed,chocolate,yes,yes,party-b
33,32000,african-american,not-high-school,single,unemployed,chocolate,yes,no,party-b
28,30500,african-american,high-school,single,unemployed,chocolate,yes,no,party-a
72,88000,hispanic,college,single,employed,chocolate,yes,yes,party-a
45,86000,other,graduate-professional,single,unemployed,vanilla,yes,yes,party-a
60,154000,asian,graduate-professional,married,employed,vanilla,yes,yes,party-a
22,81000,asian,graduate-professional,single,unemployed,vanilla,yes,no,party-a
25,27500,caucasian,high-school,single,employed,vanilla,no,no,party-b
20,103500,caucasian,graduate-professional,single,employed,chocolate,no,no,party-a
63,51500,caucasian,college,married,employed,chocolate,yes,no,party-a
42,57000,hispanic,high-school,single,employed,vanilla,no,no,party-a
28,91000,hispanic,college,single,employed,chocolate,yes,no,party-a
83,54000,african-american,college,single,employed,vanilla,yes,no,party-a
59,43000,caucasian,college,married,employed,vanilla,no,no,party-b
59,63500,hispanic,college,married,unemployed,chocolate,yes,yes,party-a
23,88000,asian,college,married,employed,vanilla,yes,no,party-b
43,57000,hispanic,graduate-professional,single,employed,chocolate,yes,no,party-a
18,32000,african-american,high-school,single,employed,vanilla,no,no,party-a
67,69500,hispanic,high-school,married,unemployed,chocolate,yes,yes,party-a
26,23500,other,graduate-professional,single,employed,vanilla,yes,no,party-a
52,54500,african-american,high-school,married,employed,chocolate,no,no,party-a
50,51500,asian,high-school,single,employed,chocolate,no,no,party-a
53,91000,caucasian,high-school,married,employed,chocolate,no,no,party-b
39,56000,african-american,high-school,single,employed,vanilla,yes,no,party-b
44,49500,caucasian,high-school,single,employed,vanilla,yes,no,party-a
66,169500,hispanic,college,married,employed,vanilla,yes,yes,party-a
34,70000,caucasian,graduate-professional,married,unemployed,chocolate,yes,no,party-b
80,29500,african-american,college,married,unemployed,chocolate,yes,no,party-b
42,43500,caucasian,high-school,single,employed,chocolate,no,no,party-a
45,74000,hispanic,graduate-professional,married,unemployed,vanilla,yes,no,party-a
46,34500,hispanic,not-high-school,single,employed,chocolate,yes,no,party-b
55,45000,african-american,high-school,married,unemployed,vanilla,no,no,party-b
28,40000,caucasian,graduate-professional,single,employed,vanilla,yes,yes,party-b
59,62500,african-american,high-school,married,employed,chocolate,yes,no,party-a
31,45500,hispanic,high-school,single,employed,chocolate,no,no,party-b
22,126500,hispanic,high-school,single,employed,chocolate,yes,no,party-a
72,122000,african-american,high-school,single,unemployed,chocolate,yes,yes,party-b
82,44000,caucasian,college,single,unemployed,chocolate,no,yes,party-a
80,175000,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-a
75,36500,asian,high-school,married,employed,chocolate,no,yes,party-a
75,178500,hispanic,graduate-professional,married,unemployed,vanilla,no,yes,party-a
81,21500,hispanic,college,single,unemployed,vanilla,yes,yes,party-b
54,38500,caucasian,graduate-professional,married,employed,chocolate,yes,yes,party-b
83,23000,caucasian,graduate-professional,married,employed,chocolate,yes,no,party-a
39,136000,hispanic,graduate-professional,single,employed,chocolate,no,yes,party-b
59,53000,asian,high-school,single,employed,vanilla,no,yes,party-b
35,33500,african-american,high-school,married,employed,vanilla,yes,no,party-b
25,49500,hispanic,high-school,single,unemployed,vanilla,no,no,party-a
58,38500,asian,high-school,married,employed,vanilla,yes,no,party-a
22,18000,asian,high-school,single,unemployed,chocolate,yes,no,party-a
61,65000,african-american,college,married,employed,chocolate,yes,no,party-a
51,73500,asian,high-school,single,employed,vanilla,no,yes,party-a
19,39000,asian,high-school,single,unemployed,vanilla,no,no,party-a
66,48000,african-american,college,married,unemployed,vanilla,yes,yes,party-a
53,52000,other,high-school,married,employed,chocolate,yes,no,party-a
31,62000,asian,graduate-professional,single,employed,chocolate,yes,yes,party-b
84,41500,hispanic,high-school,married,employed,vanilla,yes,yes,party-a
83,55500,asian,graduate-professional,married,unemployed,chocolate,yes,no,party-a
68,16000,caucasian,high-school,married,unemployed,vanilla,no,no,party-b
78,42000,hispanic,high-school,single,employed,chocolate,no,yes,party-a
80,56000,caucasian,high-school,single,employed,chocolate,yes,yes,party-a
23,67000,african-american,graduate-professional,single,unemployed,vanilla,yes,no,party-a
22,51000,african-american,high-school,single,employed,chocolate,no,no,party-a
70,28000,african-american,college,married,employed,chocolate,yes,yes,party-a
70,61500,other,graduate-professional,married,employed,vanilla,yes,no,party-a
54,28500,caucasian,not-high-school,married,employed,chocolate,yes,no,party-b
33,15000,caucasian,not-high-school,single,unemployed,chocolate,yes,no,party-b
52,75000,other,graduate-professional,married,employed,vanilla,yes,yes,party-a
83,44500,other,graduate-professional,married,employed,vanilla,no,no,party-a
77,64500,african-american,graduate-professional,married,unemployed,chocolate,no,no,party-a
48,77000,asian,not-high-school,single,unemployed,vanilla,no,yes,party-b
80,65500,caucasian,college,married,employed,chocolate,no,yes,party-a
42,29500,asian,college,single,employed,vanilla,yes,no,party-a
51,41500,other,not-high-school,married,employed,vanilla,yes,no,party-b
33,43500,african-american,college,married,employed,vanilla,no,no,party-b
77,39000,caucasian,high-school,married,employed,vanilla,yes,no,party-b
71,70000,asian,graduate-professional,single,unemployed,chocolate,yes,yes,party-a
55,57000,hispanic,high-school,married,employed,vanilla,yes,yes,party-a
49,53000,caucasian,high-school,single,employed,chocolate,yes,no,party-b
63,135500,other,college,married,employed,chocolate,yes,yes,party-b
62,38000,hispanic,college,married,employed,chocolate,yes,yes,party-b
35,27000,asian,college,single,unemployed,chocolate,yes,no,party-a
31,52000,other,college,single,unemployed,vanilla,no,no,party-a
83,52000,african-american,high-school,married,employed,vanilla,no,no,party-a
29,195000,asian,graduate-professional,single,employed,chocolate,yes,yes,party-a
42,99500,caucasian,college,single,employed,vanilla,yes,no,party-a
36,59500,asian,high-school,single,unemployed,chocolate,yes,yes,party-b
21,220000,caucasian,graduate-professional,single,unemployed,chocolate,yes,no,party-b
72,61000,other,high-school,married,unemployed,chocolate,no,yes,party-a
57,46500,african-american,high-school,single,employed,vanilla,no,no,party-b
52,39500,other,college,single,employed,vanilla,no,no,party-b
26,40500,asian,high-school,single,employed,vanilla,no,no,party-a
21,51500,african-american,not-high-school,single,unemployed,chocolate,no,no,party-a
53,44000,other,college,married,employed,vanilla,no,yes,party-a
24,30500,hispanic,high-school,married,employed,vanilla,yes,no,party-b
72,74000,african-american,college,single,employed,vanilla,yes,yes,party-a
57,155500,hispanic,college,single,employed,chocolate,yes,yes,party-b
21,43000,other,not-high-school,married,employed,chocolate,yes,no,party-b
38,38500,caucasian,college,single,employed,chocolate,no,no,party-b
32,39000,hispanic,college,single,unemployed,vanilla,yes,yes,party-b
37,72000,hispanic,high-school,married,employed,chocolate,no,no,party-b
70,49500,asian,graduate-professional,single,unemployed,vanilla,no,yes,party-a
55,49500,hispanic,graduate-professional,single,employed,chocolate,yes,no,party-a
44,49500,caucasian,not-high-school,married,employed,vanilla,yes,no,party-b
76,22000,other,high-school,married,unemployed,chocolate,no,no,party-b
29,115000,caucasian,high-school,single,employed,vanilla,no,no,party-a
32,78000,african-american,high-school,single,employed,chocolate,yes,yes,party-a
27,25000,african-american,not-high-school,married,unemployed,chocolate,yes,no,party-b
77,114000,caucasian,high-school,married,employed,chocolate,yes,yes,party-a
34,45500,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
64,49500,african-american,high-school,single,employed,vanilla,yes,yes,party-b
74,25000,hispanic,high-school,single,unemployed,chocolate,yes,yes,party-b
51,108500,other,college,single,employed,vanilla,yes,yes,party-b
39,87500,hispanic,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
83,102000,asian,high-school,married,unemployed,chocolate,yes,yes,party-a
67,95500,african-american,graduate-professional,single,employed,chocolate,yes,no,party-a
60,22500,caucasian,high-school,married,employed,vanilla,yes,yes,party-b
82,104500,asian,college,single,unemployed,chocolate,no,no,party-a
34,81500,hispanic,college,single,employed,chocolate,yes,no,party-a
84,48500,african-american,graduate-professional,married,unemployed,vanilla,no,yes,party-a
46,98500,african-american,high-school,married,unemployed,vanilla,yes,no,party-b
43,52500,other,not-high-school,single,employed,chocolate,yes,yes,party-b
63,64000,other,high-school,married,employed,chocolate,yes,yes,party-a
62,54500,asian,graduate-professional,married,employed,chocolate,yes,yes,party-a
57,79000,caucasian,high-school,married,employed,vanilla,no,yes,party-b
41,38000,asian,not-high-school,single,employed,vanilla,no,no,party-b
